hate+offensive_count,non-hate_count,class,tweet
2,0,1,talibanshawtyy nigga whole hoe cuz could said better 128588
3,0,1,theaveragerock hardcor way eat mac chees boil water snort chees powder drink boil water fuck bitch
3,0,1,thebravebird yourenotmytyp fade perpetu fresher real ass bitch rite
3,0,1,thejudyann annoy bitch love http 8oxlqvqbrc judyann pretti
3,0,1,thotmouth http aqkgorauxx lmao bitch got huggi
3,0,1,trestiff bitch bitch bye bitch http rbcrxmrtqp
3,0,1,trutherbot look like bitch capacitor
3,0,1,whoiscoreyk chase money 128176 128581 hoe 128111 128175 128175 58399 58399 58399 58399
3,0,1,whooligan stand know want ass nigga 128564 bitch
3,0,1,wiganzlad markycrumb gmail short way http mqczuxlbtt love chav hot sexi scalli fucker
2,0,1,witmyrudeass newli gay bitch kno shit work
3,0,1,witmyrudeass bitch want real job becom stripper lol lol
3,0,1,wodaeeex3 awww meat meat feelin ainn feel bitch
2,1,1,wodaeeex3 want snake bite industri piercin amp tattoo dem hoe accessori dea 128064 128064 128056 9749
0,3,0,worldtravei babi albino 128034 http 2tytqj3fec meeeesh1395
3,0,1,worldwarze hoe loyal
2,0,1,xoxoclauudia yassssss order chines 128079 bitch ate taco fat fuck
3,0,1,z0mbiedanc made bitch lunch elizabethbatman bitch love lunch
4,0,1,brainer soon bitch get rich polit power view chang polit whore http ekepsjwcyu 8221
3,0,1,pussi day keep devil away doperthanyola
3,0,1,bitch mean
3,0,1,bitch want babi want children
2,1,1,bitch must lost 128514 128514
3,0,1,babi like left side bitch cuz street side twitter said real
1,5,0,bae sound like ghetto word use someth els
2,0,1,batter wee cunt jewi cos fuck emma isnt batter girl nail ive move stop pussi urself
3,0,1,bleed hoe alexa
3,0,1,boolin bando wit bitch
0,3,0,browni browni love movi 128517
3,0,1,need bad bitch hotter might realist shit partynextdoor ever said feelin everyday
2,0,1,way punch bitch
3,0,1,caesar home naewoodst 8220 mjayskillz https mw5kaojkxb there much bitch look like let start ape shit 8221 128557 128557
1,2,0,chines maverick communic comrad know give imperialist yank birdi https 38gz1jerp
3,0,1,dad say snapchat dad 9996 65039 9996 65039 duce bitch 128514 128514 128553 128553
5,1,1,believ hoe fact loyal disagre believ fact loyalest bunch hoe
3,0,1,know ugli bitch know broke nigga kevin gate
3,0,1,make make fall live nigga like meee bird amp favorit song weeknd
1,0,1,worri nigga see worri nigga see dat nigga fuckin bitch
3,0,1,ever give pussi away keep tight alright
3,0,1,drop stack caus bitch 1poloboy song call dope download mixtap http lacz1e6tg7
3,0,1,dumb bitch dumb thing
2,0,1,eat pussi like real nigga hungri
2,0,1,eff let crippl http ksamx1jpfv
2,1,1,everyth look better bitch next
3,0,1,facto shaunasayomi care hoe ass look like http cjdt987aqf
3,0,1,everi bad bitch nigga tire fuck
3,0,1,foreign chick lie man bitch beauti
2,0,1,fresh nigga kno need clean bitch kno work cuz wanna see team rich http cgx3hnak9a
3,0,1,fuck make rule suck dragon ball bitch call goku
0,3,0,generat ascii box nodej see abil bring flappi bird node via ascii tube bird http lrjwdfhv7t
3,0,1,get shit bitch fine bear
2,0,1,get ass back detroit fuckin wigger
3,0,1,girl date okay mad unless stab heart love hoe
3,0,1,know twitter password bitch pleas
3,0,1,seen show seen hoe hot would thick
3,0,1,bitch hit hoe 128514 128514 128514 128514 128514 128514 128514 128514 128514
2,0,1,marri white woman lucki sum bitch uncl ruckus
2,1,1,wanna nigga trinna save account 128553 128514 128557 128514 128557 omg imma funni ass bitch man real shit 128175
3,0,1,great grandma hoe grandma hoe mom hoe hoe long line hoe grandpa carl everyon
0,0,0,hey look video man found kidnap girl ohio nigger shitmybosssay
3,0,1,hey pussi still
2,4,0,draft gung folk send afghanistan war zone show http sr1zcehx
3,0,1,hotter bitch
3,0,1,talk hoe bout bro talk hoe bout bro
3,0,1,crazi bitch hilari
2,0,1,know shoe dirti fuck whatev bitch call like negro one first thing look shoe dog
0,3,0,thrill billi hillbilli heart billyraycyrus hahahahaha jesus murphi
3,0,1,call bitch makennam
3,0,1,handl liquor bitch handl meeedd chief sosa
3,0,1,chase dude chase bitch edgar bautista
2,1,1,love hoe babi forev
3,0,1,dont even need pictur tamar bitch beat everi pictur 128514 128557 128514 128514 128514
3,0,1,dont hoe 128564
1,2,0,found new way chug open mouth alot shitallysay
3,0,1,fuck hate bitch much wanna smack face tongu kiss
3,0,1,got bitch set like jada picket queen latifah ride round niec bitch titi
3,0,1,got sister told stop call women bitch
3,0,1,guess night bitch die stewi nigga
3,0,1,bitch bitch bitch eat halibut iamyoungroc freshrhym jerksquad slowstir
3,0,1,ladi love marri still wanna bang sex bitch troubadour probabl
3,0,1,heard look candi man bitch
3,0,1,hope get mad ladi call bitch bitch know name individu katt william letmicahdown
3,0,1,got number bitch boy
3,0,1,know shit eatin grin either fuck girl dream sold car know faggot would sell 128514
3,0,1,older men caus matur suppos fool bitch
6,0,1,prolli leav bitch cup hand hand hand
3,0,1,said like tast like wolf pussi even know tast like
3,0,1,taught eat pussi cut hair taught eat pussi hair 128514 name movi 128514
3,0,1,use dress like cop realli yeah right after911 mad pussi realli yes never forget
3,0,1,went jail flock amp came home wit strike went jail bitch came home dike
3,0,1,fuck stand dizzi bitch two uniqu amp separ phrase overheard relat say younger
3,0,1,woke like thi bitch back bed
3,0,1,would rather call bitch sir manag
3,0,1,beat pussi hard
1,2,0,slit throat neck http chffsdeddd
2,0,1,funki ass honkey jtimberlak shout macklemor tonight cabaret 128514 jt2020tour
2,0,1,compar kfc pussi maxon maxoff5
3,0,1,download new person order new face bitch love goddamn axl rose yell sex robot
3,0,1,feelin like malcolm middl bitch surround miss
3,0,1,gonna piss dimpl soni99a stop wast prayer trash team lol
3,0,1,probabl main bitch chocol dip cinnamon appl
3,0,1,sick shit man jonniesantana sit bitch ass fed bro 80sbaby4lif geno threw yet anoth pick smh
2,0,1,sorri fuck bitch realli dig nigga kingl
3,0,1,ib irrit bitch syndrom
3,0,1,love hide bitch keep shorti wizkhalifa
3,0,1,talk back get pussi http vgnwcfgvsj
2,0,1,bad bitch put hand high everi girl room start wave hand around
2,0,1,imma tie bitch basement donkey fuck ass two week straight hahahahahahahahaha 50centmovi beforeiselfdestruct
3,0,1,mind gotta dumb hoe anthem
0,2,0,albino mexican dad asian
3,0,1,take true direction accept larri know bitch fan like make boy cri
2,0,1,alleg bedroom see word naiv amp blind bitch know husband cheat ramona dumb
3,0,1,never late tag bitch cyfyr
2,1,1,dyke hunter dyke dyke http lgtw3awmeh
2,0,1,julia robert laurengardner8 nottinghil
0,3,0,follow yellow brick twitter
3,0,1,brook pussi good mama 8217 like guess gotta 8230 8230 8230 mama
1,2,0,lol crippl wendi davi mailonlin scientist creat remot control chick studi shi penguin http mt3b09slod
2,1,1,let nip ahoy spank mayb
1,0,1,let kill cracker babi wtf hear wow
2,0,1,like correct wrong pimpin involv mackin bitch money
3,0,1,lmao blackbeauty515 128514 128514 80sbaby4lif pound cake look like pussi 128514 http ufywcc9xci
3,0,1,lmao swilla rose adida lighter phone shit retard
1,2,0,mam ren 233 doet haar rol net ongesteld wat ongesteld van dat soort vragen waar denkt hoe leg die weer uit
3,0,1,mayb want friend mayb stupid bitch never know make cum 128514 128514 128514
1,2,0,mine play dmx kirk franklin smh justcallmebrit well neighbor ghetto get like 5am beat kid
1,0,1,grandma use call porch monkey time come think refer broken bottl nigger knife 128563
2,0,1,momma told tell mind yoooo damn motha fuckin busi knowin bitch
2,1,1,nip freeeeez okay slice bra 128514
3,0,1,twitter hack pussi admit said want act like never said
3,0,1,nah girl gon abl make tight sinc russ loss job back like damn bitch realli
1,0,1,nah nomeek justmilz 128514 128514 128514 128514 thought some1 photoshop face faggot smmfh hate yall http 5e2fkq3q2t
3,0,1,new flame song lol bitch super run like
3,0,1,nigga alway yell fuck bitch get money meanwhil broke still want bitch 8230
3,0,1,nigga press pussi eeeeeen nothin
3,0,1,bitch nan
3,0,1,boat hoe pleas thank mom
0,3,0,ovo 8220 allthingsfresh3 amp kendrick lamar still trash 8221
3,0,1,top pregnant ass sorri hoe aint never got money even water broke talltrappin88 riptallt
1,2,0,coupl red sox gotten past first base die laugh mayb yank need teach game
0,0,0,peopl time aryan race stand say mongerl turn world ghetto slum 1488
3,0,1,pistol whip dickau shoot bitch club sometim freestyl freestyl okay
3,0,1,pleas thank bmorepocahonta pierc pussi come across timelin 128528
3,0,1,remi machiavelli send shot belli 128553 bitch 9994
2,0,1,roberto one nasti hoe
3,0,1,sorri fan 65292 realli justin come back top comment justin timberlak video million view son fuck bitch
2,1,1,search incred stori white man quest find ingredi necessari make caribbean jerk chicken redneck land
3,0,1,sell soul materi wish fast car bitch tupac smile remix
2,0,1,shake bear aka two redneck sex dead bear
3,0,1,shall compar thee summer 8217 day summer 8217 day bitch
3,0,1,gotta shape pussi lip tho postprettypussi whole wheat organ pussi http kq0r0a7z2g
3,0,1,said wigga man rich take rag http jb7j3zsbam
3,0,1,bitch anyway
2,0,1,florida got sniff test swamp pussi 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128553 128514 128514 128514 128514 128514 128514 128514 128514 128514
2,1,1,slow fuck bitch know live classi young ladi
3,0,1,good footbal player still act like nig
2,0,1,stop pussi son shove needl heart afterearth
3,0,1,stop look eat pussi yuppi fuck
3,0,1,takin straight dirt finger pussi know put dick xernee18
3,0,1,bro move hoe move
3,2,1,girl plain look borderlin ugli amp chunki hey least got nice smile amp great person
0,3,0,devil grow insid heart selfish wick white brown yellow black color restrict
0,3,0,water yellow healthi student
3,0,1,hoe loyal
3,0,1,hoe keep callin pickin 127926 127926
1,0,1,sour appl bitter bitch fuckin wit
4,0,1,faggot jonniesantana oriol petti fuck got swept outta bitch
2,0,1,ghetto ass band get snuck 128514 128514 128514 128514
0,3,0,divis trash nomeek justmilz saint gon win nfc south watch
3,0,1,fan wait bitch nigga hate old hoe date look mama 8230 http snry6a7vyb
3,0,1,ghetto motherfuck missi elliott
0,3,0,recip call leftov browni hell leftov browni browni eaten yet ericanadine26
2,0,1,ratchet broad repres white ass talk trash caus racist shit black
3,0,1,trust noneee bitch
3,0,1,twitter twitter bitch twitter life
0,3,0,two road diverg yellow wood chose one 246 tunheimr robert frost giant
2,0,1,got 200k bitch nigga haymon antonio tarver
2,1,1,empti heart empti bottl yellow cab would like catch cuz latest made mad
3,0,1,use girlfriend got hoe lookin good girl fuckin low
3,0,1,virgin pussi regular pussi oomf pussi
3,0,1,whaaaaaat lmaooo cromotoast creepgoddess luv fat bitch cuz got big ole titti phat booti
3,0,1,walk bitch like nigga made
0,0,0,hate nigger hate faggot hate spic kkk ralli
1,0,1,queer hut like butt
3,0,1,well bitch biolog said 128514 128514 128514
3,0,1,betysweetcock gotta report spam 80sbaby4lif ladi head game better pussi
3,0,1,done hoe pass squad
1,0,1,fuck callin jiggaboo nigga
0,0,0,peopl think gay marriag okay beyond sorri want futur son see fag walk street hold hand
3,0,1,littl bitch chris six bitch allison mom
3,0,1,would want play pussi jimmyfallon dead snl
3,0,1,would wanna green ranger evil duh bitch
3,0,1,would want pussi side burn that good question hy0ung hahahahaha 128514
3,0,1,shank bitch cevich
2,1,1,work tydollasign get rough day hahaha hoe
6,0,1,wow bitch yes alreadi establish anyth els say
3,0,1,forget brand new babi girl home bitch cooki burn
0,3,0,yah said word mtzra egyptian peopl ysrah inherit kushit ethiopian
0,3,0,yaoooooooo yea jamaican mawnin yardi 128154 128155 128536
3,0,1,bitch horn tryna shoot porn kingl shirt worthi toni
3,0,1,sublet pussi shitfahdsay
3,0,1,feet smell like puss 128514 128557 whut like flower bitch 128514 128557 9995 128553 omg
2,1,1,mama bitch theacetjshow one sentenc end relationship
1,0,1,gunna shit spear chucker
3,0,1,bitch favorit respons long text
2,0,1,boy pussi cat
3,0,1,cunt
3,0,1,pull pussi dodg collect panti alright stormi jake 128514 128514 128514
2,1,1,take someon ghetto take ghetto
2,0,1,like color folk color white fuck 128514 128514 128514 128514
3,0,1,got hella hoe http zn1a0gstpc
1,2,0,hit light line toco bell morn diana back hous miracl charli dianaaaxo
5,0,1,look cute today realli helll swerv hoe
1,2,0,look like littl bird help get dress morn
1,0,1,trout mouth ass bitch deeeeaaaadd
2,0,1,talk like fag shit retard cool scro lot tard live total kick ass live
3,0,1,took land could make retard diaper sure use imag cool redskin nfl concuss joke
3,0,1,garden rose bitch weed
3,0,1,fuck shit dumb ass cunt post pictur flat ass titti slut
2,0,1,queer 128530 128530 128530 128530
2,1,1,homeboy look bad give cash hoe
0,3,0,teeth like star aww thank yeah yellow far away
3,0,1,yup fuck aloha hoesss play like trash 80sbaby4lif clipper wanna play lol
3,0,1,time hoe get lol ariana mom say
3,0,1,bitch chellyhernandez
1,0,1,ayo even kill handicap crippl bitch look scalp real close see tripl six
3,0,1,bitch freak shit
3,0,1,bitch vagina littl resili rosestoko
3,0,1,love nah bitch love
5,0,1,pussi root drama attribut put head mama
3,0,1,call keyshawn johnson caus catchin erri hoe
3,0,1,captain save hoe annoy phrase
6,0,1,day judgement everybodi gonna look big jumbotron watch fuck majjinn buu bitch
6,0,1,let side bitch settl might headbutt evelyn
3,0,1,dont show bitch unless look like dolli parton
1,0,1,fuck pussi ass hater suck dick die quick someon youtub comment think would good friend
1,2,0,hick raver venn diagram larg intersect
6,0,1,hoe suck dick cus look like john stockton hit wit choppa luke fatherrr lilbthebasedgod
3,0,1,wasnt work place deck aye fuck right would give tyson combo end uppercut shut fuck bitch
3,0,1,suck dick dip keeper true redneck woman kim dad
3,0,1,gonna rip bitch apart rip apart lol
3,0,1,britney bitch bibl leviticus http zoakn1zlhm
2,0,1,nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag
3,0,1,pussi tryna studio call mufuckin crib like god word god buss shit god word
3,0,1,hoe think cute skin tight cat suit assum bodi boomin disput
3,0,1,omg bitch fuck stupid swear blah blah blah week later omg ilysm bae best friend swear
1,0,1,way fuck bitch name lord race
1,0,1,poor whitey http 3ukkeyznz8
3,0,1,ride bros still trust hoe
3,0,1,weekend go fabul naa man see nae cunt ko second flat hate fuckgm
3,0,1,whatev good one abraham lincoln quot yall hoe
2,0,1,guy say latina mean kim kardashian look girl bitch shape like mini fridg amp smell like tortilla
1,2,0,rapper say twat make feel weird 128514 128514 128514 128557
3,0,1,better pipe pussi esex ruskii 160 lmao wth even mean
2,0,1,fuck pussi could even beat dick angri youtub comment
2,1,1,cunt right rq978
3,0,1,son bitch moment rain forget car window
3,0,1,needi hoe ratchet hoe sidelin hoe beggin hoe dumb hoe look love facebook hoe
6,0,1,get hit bitch campus want
3,0,1,1personidbitchslap khamruz blowin like bitch spare tire leavin dairi queen
0,3,0,2013fave 8220 grahamorama snoop justin much fun charli wilson tribut betaward https c6nhwublxn 8221
3,0,1,2013taughtm pussi feel 128514 128076
3,0,1,5wordsaftersex pussi bitch
0,1,0,azmonsoon lot rain bad enough wash away teabagg racist white trash state tcot teaparti azflood
3,0,1,alexfromtarget get million retweet chrisfromwalmart cant even get bitch text back http l0xtpsig8z
3,0,1,alexfromtarget bitch wet lmmfao
3,0,1,anncoult still call obama communiti organ syria well still cunt well
3,0,1,asagiraff pussi http yaatsf52tu
0,3,0,askdem embarrass charli rangel remain caucus
6,0,1,bob bass bitch hankjohnson11 bitch dick fish dock
1,2,0,break call mass governor race charli baker watch live coverag wcvb stream onlin http s6hy2evoat
3,0,1,bangbangbirdgang bitch fruit loop
2,1,1,bartend becom real bitch bartend way way taller bar design holi back pain
3,0,1,bestsongtohavesexto bitch love sosa bangbang
0,2,0,bigbird made gay coupl yes gop world bird would exist sinc creator would jail sodomi
3,0,1,bitchslapthursday 2nite pure passion door open watch game bitch 8230 http iggohwewfh
0,3,0,blessjesus amo two walk togeth except agre
0,3,0,blessjesus amo hate one uphold justic court detest one tell truth
0,6,0,blessjesus crown head sole feet
0,6,0,blessjesusair matthew look bird air yet heaven father feed much valuabl
0,3,0,blessjesuslov happi belat sixti fifth birthday aunt mari agn strong
2,1,1,bout2gocrazi hungrier phat diet http nzubuc2qpr
2,0,1,burnnotic shoot bean bag round guy hurt like bitch
0,0,0,california full white trash
1,0,1,california full white trash move oklahoma
3,0,1,yeah know feel know nsa phone quit whine like muslim bitch
