,hate+offensive_count,non-hate_count,class,tweet
356,0,3,0,kazooook actin like 7th day wesgodlaflar http t.co s9gmtevpat 128123 spook
357,3,0,1,kikistfu i'll break lil bitch neck even feel sorri savag
358,3,0,1,leikant fuck hot scalli sneakersex sockfetish sniff trainersex http t.co tubivxbxco love kinki scalli
359,3,0,1,likemicah y'all dumb ass nigga press hoes. y'all weak fuck fuck ...weed hoe oreo too.
360,3,0,1,lildurk_ turn bitch eaterrrrrrrrr
361,3,0,1,lildurk_ trust dese hoe nikki told 51st stay fan screen shot asap finna come chiraq shoot sumn
362,3,0,1,marackaf 8220 white_thunduh aye yall ima tryout bowl team frfr 8221 tryout pass tho there two retard
363,3,0,1,maybe6789 got want bitch enjoy http t.co glqzwtgmj9 crazi parti would love attend.
364,0,3,0,metroadlib color contact eye blinder mine. caus can't see all. lmao
365,3,0,1,michelle_westt fact poonsoak dude hoe say got hoe 8221 j_austin12
366,3,0,1,midywidey_ i'm rea start smack bitch period bluffin best
367,3,0,1,molssyo life bitch die that get high caus neva know gonna sister perfect
368,3,0,1,molssyo one drug still wrong 128514 currieburri hahahahahahah bitch sometim
369,3,0,1,morgandayle i'm feel pretti fuckin ghetto smh
370,0,3,0,nohands_24 20tolife_ nohands_24 dejaaleeann_ b_coleman2 swear i'm man easili easili behind austin nip
371,3,0,1,obey_jrock__ true ride die bitch 128175 http t.co bkwhx83fkw fuck hahahahah
372,0,4,0,oldpicsarch h.g.well charli chaplin http t.co stiddhk3wt histori photographi
373,3,0,1,ortiz_jaylen see bruno bitch ass twitter now. wtf bruno see drake voic
374,3,0,1,ozzie_garza white_thunduh i'm cool faggot chill cool nigga
375,3,0,1,ozzie_garza white_thunduh i'm sure bitch frfr
376,3,0,1,poppunksuck twitter sourc news broadcast fuck retard nbc abc cnn fox etc keep quiet.
377,3,0,1,queendulaaa got coupl bitch say know 8217 let money talk 128526 128076 i'm like... wwyd
378,3,0,1,realfort grudg weirdo bitch
379,1,2,0,rhythmixx_ told mariam cigarett birthday also call trash
380,0,3,0,riananewman 22edham browni tonight kind
381,3,0,1,rollyup23 text back give fuck i'll text anoth bitch damn someon hurt lol
382,6,0,1,ronald_iongi ummmmmm okay http t.co 4bvlsci5k5 got hoe left right 128514 128514 yah thang
383,3,0,1,royalswagg_ use find slope ass
384,0,3,0,rugbysocklad fit lad nice gear http t.co thnxx1lc1m scalli lad trainer would get
385,3,0,1,rugbysocklad hell yeah bro http t.co 9yib45ud6c fuck yeah sexi scalli lad hot gear
386,3,0,1,rugbysocklad help mate http t.co emnado1qoj love scalli play. fuck yeah
387,2,1,1,rugbysocklad lad lad http t.co f3ujcyj4of fuck yeah. love scalli lad action. hot trainer too.
388,3,0,1,savage_twoton next year bitch gonna like gotta promis expos 128514 128514 128557
389,3,0,1,scallynikelad 8220 sleazytwink hot opcinjen lick bitch http t.co jloukqdcom 8221 fuck yeah. eat trainer dirti fucker
390,3,0,1,sierrabernia 8220 t2g_cincokilbi y'all think celebr pussi differ local 128514 8221 yeah meghan good
391,2,4,0,sleepy_yongguk saw ajumma walk begin say wow trash can't even listen it.. 128514 lmaoo
392,3,0,1,sniffsockslad need sox http t.co xydb1rchxh fuck yeah. love kinki scalli lad rank sox sneak
393,3,0,1,snoleezey801 ever expos femal like that.. that childish.. bitch nigga shiiii.....
394,3,0,1,socass_ 00sexilexi00 socass_ yasss trys new thing bestfriend bitch love
395,1,2,0,socass_ dude rememb wop video 00sexilexi00 http t.co p3heuboqbu omg find
396,2,1,1,soxandjox thick raw fuck http t.co g8rvuhcebn damn man pussi get workout.
397,0,3,0,soxdawg rawr skinrubberboi sexi french scally. love frenchscal http t.co 5idq3r5akz sexi scalli woof woof
398,3,0,1,splurgb_ nothin life free.. bitch need write panti 128557 128514
399,3,0,1,stephencdo currieburri one bitch want burrito catch potosino huh haha
400,3,0,1,talibanshawtyy nigga whole hoe cuz said better.. 128588
401,3,0,1,theaveragerock hardcor way eat mac chees boil water snort chees powder drink boil water fuck bitch
402,3,0,1,thebravebird yourenotmytyp fade perpetu fresher yours. that real ass bitch rite
403,3,0,1,thejudyann annoy bitch love http t.co 8oxlqvqbrc judyann pretti
404,3,0,1,thotmouth http t.co aqkgorauxx lmao bitch got huggi
405,3,0,1,trestiff bitch bitch bye bitch http t.co rbcrxmrtqp
406,3,0,1,trutherbot look like bitch el_capacitor
407,3,0,1,whoiscoreyk chase money 128176 128581 hoe 128111 128175 128175 58399 58399 58399 58399
408,3,0,1,whooligan__ can't stand know want ass nigga 128564 bitch
409,3,0,1,wiganzlad markycrumb gmail_short i'm way http t.co mqczuxlbtt love chav hot sexi scalli fucker.
410,3,0,1,witmyrudeass newli gay bitch kno shit work
411,3,0,1,witmyrudeass bitch want real job becom stripper lol lol.
412,3,0,1,wodaeeex3 awww meat meat feelin ainn feel bitch
413,2,1,1,wodaeeex3 want snake bite industri piercin amp tattoo dem hoe accessori dea 128064 128064 128056 9749
414,0,3,0,worldtravei babi albino 128034 http t.co 2tytqj3fec meeeesh1395
415,3,0,1,worldwarzee_ hoe ain't loyal.
416,3,0,1,xoxoclauudia yassssss order chines 128079 bitch ate taco fat fuck
417,3,0,1,z0mbiedanc made bitch lunch. elizabethbatman bitch love lunch.
418,6,0,1,brainer soon bitch get rich polit power view chang polit whore http t.co ekepsjwcyu 8221
419,3,0,1,pussi day keep devil away doperthanyola
420,3,0,1,ain't bitch ... mean
421,3,0,1,bitch want babi want children.
422,2,1,1,bitch must lost 128514 128514
423,3,0,1,babi like left side bitch can't cuz street side twitter said ain't real
424,1,5,0,bae sound like ghetto word. use someth els
425,3,0,1,batter wee cunt jewi cos fuck emma isnt batter girl i'v nail ive move stop pussi urself.
426,3,0,1,bleed hoe -alexa
427,3,0,1,boolin bando wit bitch
428,0,3,0,browni browni love movie. 128517
429,3,0,1,need bad bitch that hotter might realist shit partynextdoor ever said. that feelin everyday
430,3,0,1,way punch bitches.
431,3,0,1,caesar home naewoodst 8220 mjayskillz https t.co mw5kaojkxb there much bitch look like. let start ape shit 8221 128557 128557
432,1,2,0,chines maverick communic comrad know give imperialist yank birdi https t.co 38gz1jerp
433,3,0,1,dad say snapchat dad 9996 65039 9996 65039 duce bitch 128514 128514 128553 128553
434,5,1,1,believ hoe fact loyal disagre believ fact loyalest bunch hoe
435,3,0,1,know ugli bitch know broke nigga kevin_g
436,3,0,1,make make fall live nigga like meee... bird amp favorit song weeknd
437,3,0,1,worri nigga see worri nigga see... dat nigga fuckin bitch.
438,3,0,1,ever give pussi away. keep tight alright
439,3,0,1,drop stack caus bitch i'm 1poloboy song call dope download mixtap http t.co lacz1e6tg7
440,3,0,1,dumb bitch dumb thing
441,3,0,1,eat pussi like real nigga hungri
442,3,0,1,eff it. let cripple. http t.co ksamx1jpfv
443,2,1,1,everyth look better bitch next
444,3,0,1,facto shaunasayomi care hoe ass look like http t.co cjdt987aqf
445,3,0,1,everi bad bitch nigga tire fuck
446,3,0,1,foreign chick lie.. man bitch beauti
447,3,0,1,fresh nigga kno need clean bitch... kno i'm work cuz wanna see team rich. http t.co cgx3hnak9a
448,3,0,1,fuck make rules. suck dragon ball bitch call goku
449,0,3,0,generat ascii box nodej see abil bring flappy-bird node via ascii tube bird http t.co lrjwdfhv7t
450,3,0,1,get shit bitch fine bear
451,3,0,1,get ass back detroit fuckin wigger
452,3,0,1,girl date okay ain't mad unless stab heart love hoe
453,3,0,1,know twitter password bitch pleas
454,3,0,1,seen show seen hoe hot would thick
455,3,0,1,bitch hit hoe 128514 128514 128514 128514 128514 128514 128514 128514 128514
456,3,0,1,marri white woman... lucki sum-bitch uncl ruckus
457,2,1,1,wanna nigga i'm trinna save account 128553 128514 128557 128514 128557 omg imma funni ass bitch man that real shit 128175
458,3,0,1,great grandma hoe grandma hoe mom hoe hoe long line hoe -grandpa carl everyon
459,3,0,1,hey look video man found kidnap girl ohio........what nigger shitmybosssay
460,3,0,1,hey pussi still
461,2,4,0,draft gung-ho folk send afghanistan war zone show their... http t.co sr1zcehx
462,3,0,1,hotter bitch.
463,3,0,1,talk hoe bout bro em.. talk hoe bout bro
464,3,0,1,crazi bitch hilari
465,3,0,1,know shoe dirti fuck whatev bitch. call like negro... one first thing look shoe dog
466,0,3,0,thrill billy..with hillbilli heart. billyraycyrus. hahahahaha jesus murphi
467,3,0,1,call bitch makennam_
468,3,0,1,can't handl liquor... bitch can't handl meeedd chief sosa
469,3,0,1,chase dudes... chase bitches. edgar bautista
470,2,1,1,love hoe babi forev
471,3,0,1,dont even need pictur tamar bitch beat everi pictur 128514 128557 128514 128514 128514
472,3,0,1,dont hoe 128564
473,1,2,0,found new way chug open mouth alot shitallysay
474,3,0,1,fuck hate bitch much wanna smack face tongu kiss
475,3,0,1,got bitch set like jada picket..queen latifah ride round niec bitch titi
476,3,0,1,got sister told stop call women bitches..
477,3,0,1,guess night bitch die... stewi nigga...
478,3,0,1,bitch bitch bitch eat halibut.. iamyoungroc freshrhym jerksquad slowstir
479,3,0,1,lady-lov marri still wanna bang sex bitch troubadour probabl
480,3,0,1,heard look candi man bitch
481,3,0,1,hope get mad ladies. call bitch bitch know name individually. -katt william letmicahdown
482,3,0,1,got number i'm bitch boy
483,3,0,1,know shit eatin grin either fuck girl dream sold car. know faggot. what'd sell 128514
484,3,0,1,older men caus they'r matur suppos fool bitch
485,6,0,1,prolli leav bitch cup hand hand hand.
486,3,0,1,said like tast like wolf pussi even know tast like
487,3,0,1,taught eat pussi cut hair taught eat pussi hair 128514 name movi 128514
488,3,0,1,use dress like cop too. realli yeah...right 11...mad pussy. realli yes...i'l never forget.
489,3,0,1,went jail flock amp came home wit strike.. went jail bitch came home dike
490,3,0,1,fuck stand dizzi bitch two uniqu amp separ phrase overheard relat say younger.
491,3,0,1,woke like thi- bitch back bed
492,3,0,1,would rather call bitch sir -mi manag
493,3,0,1,i'll beat pussi hard
494,1,2,0,i'll slit throat-neck http t.co chffsdeddd
495,3,0,1,i'm funki ass honkey. jtimberlak shout macklemor tonight cabaret 128514 jt2020tour
496,3,0,1,i'm compar kfc pussi maxon_maxoff5
497,3,0,1,i'm download new person order new face bitch.. love you.. goddamn -axl rose yell sex robot
498,3,0,1,i'm feelin like malcolm middl bitch surround can't miss
499,3,0,1,i'm gonna piss dimpl soni99a_ stop wast prayer trash team lol
500,3,0,1,i'm probabl main bitch chocol dip cinnamon appl
501,3,0,1,i'm sick shit man jonniesantana sit bitch ass i'm fed bro 80sbaby4lif geno threw yet anoth pick smh
502,3,0,1,i'm sorri fuck bitch... realli dig nigga kingl
503,3,0,1,ib irrit bitch syndrome.
504,3,0,1,love hide bitch keep shorty. wizkhalifa
505,3,0,1,talk back ain't get pussy. http t.co vgnwcfgvsj
506,3,0,1,bad bitch put hand high everi girl room start wave hand around.
507,3,0,1,imma tie bitch basement donkey-fuck ass two week straight hahahahahahahahaha 50centmovi beforeiselfdestruct
508,3,0,1,mind gotta dumb hoe anthem...
509,1,2,0,albino mexican dad he asian.
510,3,0,1,take true direction accept larri know bitch fan like make boy cry.
511,3,0,1,alleg bedroom see word naiv amp blind bitch. know husband cheat ramona dumb
512,3,0,1,never late tag bitch. cyfyr
513,2,1,1,dyke -hunter dyke dyke http t.co lgtw3awmeh
514,3,0,1,julia robert laurengardner8 nottinghil
515,0,3,0,follow yellow brick twitter.
516,3,0,1,bb_brook pussi good mama 8217 like guess gotta 8230 8230 8230 ..mi mama.
517,1,2,0,lol crippl wendi davis. mailonlin scientist creat remote-control chick studi shi penguin http t.co mt3b09slod
518,2,1,1,let nip ahoy spank mayb
519,3,0,1,let kill cracker babi wtf hear wow.
520,3,0,1,like... correct i'm wrong but... pimpin involv smackin bitch money
521,3,0,1,lmao blackbeauty515 128514 128514 80sbaby4lif pound cake look like pussi 128514 http t.co ufywcc9xci
522,3,0,1,lmao swilla_lo d.rose adida lighter phone .... shit retard
523,1,2,0,mam ren 233 doet haar rol net ongesteld wat ongesteld van dat soort vragen waar denkt hoe leg die weer uit.
524,3,0,1,mayb want friend mayb stupid bitch. never know make cum. 128514 128514 128514
525,1,2,0,mine play dmx kirk franklin smh _justcallmebrit well neighbor ghetto get like 5am beat kids.
526,3,0,1,grandma use call porch monkey time... come think refer broken bottl nigger knife 128563
527,3,0,1,momma told tell mind yoooo damn motha fuckin busi knowin bitch
528,2,1,1,nip freeeeezing...and that okay they'r slice bra.... 128514
529,3,0,1,twitter hack i'm pussi admit said want act like never said it.
530,3,0,1,nah girl ain't gon abl make tight sinc russ loss job back like damn bitch realli
531,3,0,1,nah nomeek_justmilz 128514 128514 128514 128514 thought some1 photoshop face faggot smmfh...i hate yall http t.co 5e2fkq3q2t
532,3,0,1,new flame song lol bitch super run like
533,3,0,1,nigga alway yell fuck bitch get money meanwhil they'r broke still want bitch 8230
534,3,0,1,nigga press pussi eeeeeen nothin
535,3,0,1,bitch nan
536,3,0,1,boat hoe pleas thank mom
537,0,3,0,ovo 8220 allthingsfresh3 amp kendrick lamar still trash 8221
538,3,0,1,top pregnant ass sorri hoe. aint never got money. even water broke. talltrappin88 riptallt
539,1,2,0,coupl red sox gotten past first base. i'm die laughing. mayb yank need teach game.
540,3,0,1,peopl time aryan race stand say mongerl turn world ghetto slum. 1488
541,3,0,1,pistol whip dickau shoot bitch club up. sometim freestyl freestyles. i'm okay that.
542,3,0,1,me. pleas thank bmorepocahonta pierc pussi come across timelin 128528
543,3,0,1,remi machiavelli send shot belli 128553 bitch 9994
544,3,0,1,roberto one nasti hoe
545,3,0,1,sorri fan 65292 realli justin come back top comment justin timberlak video million views. son fuck bitch
546,2,1,1,search incred stori white man quest find ingredi necessari make caribbean jerk chicken redneck land
547,3,0,1,sell soul materi wish fast car bitch tupac smile remix
548,3,0,1,shake bear ... aka two redneck sex dead bear
549,3,0,1,shall compar thee summer 8217 day summer 8217 day bitch.
550,3,0,1,gotta shape pussi lip tho postprettypussi whole wheat organ pussi http t.co kq0r0a7z2g
551,3,0,1,said wigga man rich...tak du-rag http t.co jb7j3zsbam
552,3,0,1,bitch anyway
553,3,0,1,florida got sniff test swamp pussi 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128553 128514 128514 128514 128514 128514 128514 128514 128514 128514
554,2,1,1,slow fuck bitch know live classi young lady.
555,3,0,1,he good footbal player...but still act like nig
556,3,0,1,stop pussi son shove needl heart afterearth
557,3,0,1,stop look eat pussi yuppi fucks.
558,3,0,1,takin straight dirt finger pussi know put dick xernee18
559,3,0,1,ain't bro move that hoe move
560,4,2,1,girl plain look borderlin ugli amp chunki hey least got nice smile amp great personality.
561,0,3,0,devil grow insid heart selfish wick white brown yellow black color restrict
562,0,3,0,water yellow i'm healthi student
563,3,0,1,hoe ain't loyal
564,3,0,1,hoe keep callin ain't pickin 127926 127926
565,3,0,1,sour appl bitter bitch i'm fuckin wit
566,4,0,1,faggot jonniesantana oriol petti fuck...got swept outta bitch
567,3,0,1,ghetto ass band get snuck 128514 128514 128514 128514
568,0,3,0,to. divis trash nomeek_justmilz saint gon win nfc south...watch
569,3,0,1,fan wait bitch nigga hate old hoe date look mama 8230 http t.co snry6a7vyb
570,3,0,1,ghetto motherfuck -missi elliott
571,0,3,0,recip call leftov brownie. hell leftov browni that browni eaten yet. ericanadine26
572,3,0,1,ratchet broad repres white ass can't talk trash caus racist shit black
573,3,0,1,trust noneee bitch
574,3,0,1,twitter twitter bitch twitter life
575,0,3,0,two road diverg yellow wood chose one 246 tunheimr robert frost giant
576,3,0,1,got 200k bitch nigga --al haymon antonio tarver
577,2,1,1,uh-uh empti heart empti bottl yellow cab.. would like catch cuz latest made mad..
578,3,0,1,use girlfriend got hoes.. lookin good girl fuckin low.
579,3,0,1,virgin pussi regular pussi oomf pussi
580,3,0,1,whaaaaaat lmaooo cromotoast creepgoddess that luv fat bitch cuz y'all got big ole titti phat booti
581,3,0,1,walk bitch like nigga made
582,3,0,1,hate nigger hate faggot hate spic -kkk ralli
583,3,0,1,we'r we'r queer hut like butt
584,3,0,1,well bitch biolog said... 128514 128514 128514
585,3,0,1,betysweetcock gotta report spam 80sbaby4lif ladi head game better pussi
586,3,0,1,done hoe pass squad
587,3,0,1,fuck callin jiggaboo nigga
588,3,0,1,peopl think gay marriag okay beyond me. sorri want futur son see fag walk street hold hand
589,4,0,1,littl bitch chris ain't six bitch allison mom
590,3,0,1,would want play pussi jimmyfallon dead snl
591,3,0,1,would wanna green ranger he evil duh bitch
592,3,0,1,would want pussi side burn that good question _hy0ung hahahahaha 128514
593,3,0,1,shank bitch cevich
594,2,1,1,work tydollasign get rough day hahaha hoe
595,6,0,1,wow bitch yes that alreadi establish anyth els say
596,3,0,1,y'all forget brand new babi girl home bitch cooki burn
597,0,3,0,yah said word mtzra'ym egyptian peopl ysrah'al inherit kushit ethiopian .....
598,0,3,0,yaoooooooo yea_im_jamaican mawnin yardi 128154 128155 128536
599,3,0,1,bitch horn. tryna shoot porn. kingl that shirt worthi toni
600,3,0,1,sublet pussi shitfahdsay
601,3,0,1,feet smell like puss 128514 128557 whut like flower bitch 128514 128557 9995 128553 omg
602,2,1,1,mama bitch. theacetjshow one sentenc end relationship
603,3,0,1,ain't gunna shit spear chucker
604,3,0,1,ain't bitch favorit respons long text
605,3,0,1,boy pussi cats.
606,3,0,1,cunt
607,3,0,1,pull pussi dodg collect panti alright. -stormi jake 128514 128514 128514
608,2,1,1,take someon ghetto can't take ghetto them.
609,3,0,1,like color folk he'll color white fuck 128514 128514 128514 128514
610,3,0,1,got hella hoe http t.co zn1a0gstpc
611,1,2,0,hit light line toco bell morn diana back house. miracl charli dianaaaxo
612,6,0,1,look cute today realli helll swerv hoe
613,1,2,0,look like littl bird help get dress morn
614,3,0,1,trout mouth ass bitch deeeeaaaadd
615,3,0,1,talk like fag shit retarded. that cool scro lot tard live total kick-ass live
616,3,0,1,took land could make retard diaper sure....us image....cool.... redskin nfl concuss joke
